gene_name,pg_adsp,pnl_adsp,pg_ukb,pnl_ukb,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps_original,num_snps_common,adsp_size.y,ukb_size.y,gene_ind.y,chr,TSS,TES
AC004019.13,0.936595644088174,0.66908447791523,0.793824240360632,0.46170214999223,10454,367182,6954,ENSG00000236754.5,ENSG00000236754.5,0.382195741049486,100,100,0.994984877862279,100,100,0.0166702105260085,0.00477129189771803,2811,1299,10454,367182,6953,22,17589191,17589192
AC004160.4,0.52616342562566,0.537117899252386,0.393946861412874,0.40701160430464,10454,367182,6584,ENSG00000230435.1,ENSG00000230435.1,0.93552868563275,100,100,0.953210505495574,100,100,0.0125166136729752,7.49975562252233e-05,2949,1449,10454,367182,6583,7,11407055,11407056
AC004231.2,0.718330206632521,0.836346891487398,0.912128034061773,0.838669565606093,10454,367182,6824,ENSG00000234477.1,ENSG00000234477.1,0.793631164391933,0.720649321178067,0.443679869633513,0.629977465387933,0.884448281522066,0.907531496018046,0.015930486108897,0.00526525567759862,2173,892,10454,367182,6823,17,40921429,40921430
AC004448.5,0.199371899286964,0.313495188270342,0.22096290815543,0.984284421081496,10454,367182,6919,ENSG00000235979.8,ENSG00000235979.8,0.191421879530758,100,100,0.492028359420971,100,100,0.039412310812144,0.00588870229594821,799,322,10454,367182,6918,17,19492990,19492991
AC004540.4,0.659914517239563,0.548640293592776,0.379154583779987,0.34492938655855,10454,367182,6324,ENSG00000225792.1,ENSG00000225792.1,0.818107473487567,100,100,0.40515362922629,100,100,0.0416785208648806,0.00433720133796623,2169,1067,10454,367182,6323,7,26376700,26376701
AC004540.5,0.355747227064029,0.481835728087587,0.629792988993072,0.76380021140107,10454,367182,6067,ENSG00000214870.8,ENSG00000214870.8,0.789430628351584,0.791688701606715,0.52924406515952,0.0759268801614958,0.0556143170007168,0.104952358981471,0.0478922643688719,0.00889933608046364,2146,1052,10454,367182,6066,7,26398592,26398593
AC004623.3,0.53914984665925,0.529375042348232,0.944549450703007,0.927256664225032,10454,367182,9012,ENSG00000279488.1,ENSG00000279488.1,0.949870038952973,100,100,0.277851886226307,100,100,0.0378456723249545,0.000492984985554617,2308,1044,10454,367182,9011,19,1373505,1373506
AC004899.3,0.748395278853104,0.653430331689759,0.63602203434212,0.701174049353499,10454,367182,6317,ENSG00000225705.2,ENSG00000225705.2,0.824965974287631,100,100,0.664747751613894,100,100,0.108581492722822,0.00309985479268034,2887,1755,10454,367182,6316,7,48852897,48852898
AC004947.2,0.605488235424407,0.783775995157826,0.358047738766366,0.416730399755185,10454,367182,6774,ENSG00000233760.1,ENSG00000233760.1,0.176894543172943,100,100,0.735576659254563,100,100,0.25885939851228,0.000580915384426569,2006,1033,10454,367182,6773,7,26551821,26551822
AC004951.5,0.815400451710588,0.655940984023055,0.724278280149486,0.79024500133897,10454,367182,7061,ENSG00000239556.3,ENSG00000239556.3,0.623502904398814,100,100,0.939101261941341,100,100,0.105815259269507,0.00134343469028063,2013,1283,10454,367182,7060,7,43990206,43990207
AC004967.7,0.0652685933095835,0.477331865894213,0.781718293793639,0.109629960073703,10454,367182,7204,ENSG00000243554.1,ENSG00000243554.1,0.161323010560948,100,100,0.699291043132896,100,100,0.0802911049464276,0.00638054379593818,2406,1081,10454,367182,7203,7,97972253,97972254
AC004980.10,0.185532829014576,0.375006145115783,0.873479938318716,0.707212383350037,10454,367182,6035,ENSG00000214243.3,ENSG00000214243.3,0.735703068251059,0.21155955287665,0.0836550423588199,0.217373151041031,0.123084469863778,0.102375712921025,0.0334864545490885,0.00599594489706174,1788,702,10454,367182,6034,7,76650896,76650897
AC004980.7,0.65051715981786,0.576980427020516,0.991962668731967,0.898094352320829,10454,367182,5862,ENSG00000205485.13,ENSG00000205485.13,0.861707478220883,100,100,0.449911735387441,100,100,0.352174326810606,0.0292306257819437,1747,651,10454,367182,5861,7,76549359,76549360
AC004985.12,0.820595619837813,0.728877392253536,0.933928279038131,0.312273279902481,10454,367182,7108,ENSG00000241057.2,ENSG00000241057.2,0.731126149594281,0.203068498710015,0.0797395390085063,0.783090095399886,0.444556330350571,0.213790915184805,0.251554987306686,0.0016832369477424,2021,1284,10454,367182,7107,7,43973322,43973323
AC005013.5,0.575012340462614,0.484101044602489,0.445390318986995,0.999999438377727,10454,367182,6478,ENSG00000228421.2,ENSG00000228421.2,0.63562610081386,0.134540640172929,0.0516490851362243,0.098429367143179,0.000827760738168663,0.000710051033485765,0.0886763818037521,0.00727176280870275,2567,1427,10454,367182,6477,7,28958949,28958950
AC005014.5,0.178817429282632,0.962587791308087,0.1021789966525,0.315183999339467,10454,367182,6228,ENSG00000224280.1,ENSG00000224280.1,0.226043112463405,0.192964352440105,0.176731773264402,0.34903819695785,0.411636393460365,0.343243619239178,0.0462279947881736,0.00310018725328777,2853,1410,10454,367182,6227,7,16586756,16586757
AC005082.12,0.818221364438496,0.754250513745393,0.443137199852948,0.931319702082432,10454,367182,6389,ENSG00000226816.2,ENSG00000226816.2,0.157753762599544,100,100,0.644822688517769,100,100,0.0575925752115358,0.00215877868071114,1980,967,10454,367182,6388,7,23206012,23206013
AC005104.3,0.944939810468499,0.800302545382607,0.581680440689013,0.897470633902178,10454,367182,6172,ENSG00000223374.1,ENSG00000223374.1,0.562060288896654,100,100,0.429899712267373,100,100,0.0144736786035659,0.000923131363858286,2536,1135,10454,367182,6171,2,241351714,241351715
AC005154.6,0.059141079573486,0.270352126605853,0.982049156211388,0.831476836307306,10454,367182,5454,ENSG00000196295.11,ENSG00000196295.11,0.735536901606343,100,100,0.918520258383339,100,100,0.557633990332573,0.00727887388173388,1708,702,10454,367182,5453,7,30585971,30585972
AC005154.7,0.045361994201595,0.117730367105466,0.93055183825215,0.979532644929785,10454,367182,7241,ENSG00000244480.1,ENSG00000244480.1,0.927740966115458,100,100,0.979007141602099,100,100,0.218524432706436,0.000498637598118192,1687,719,10454,367182,7240,7,30524534,30524535
AC005253.2,0.984426063795764,0.698546658424467,0.934192530713834,0.976932268601716,10454,367182,8272,ENSG00000268030.1,ENSG00000268030.1,0.965144347631607,100,100,0.745312122594781,100,100,0.0489797223047396,0.00266833011526482,1948,978,10454,367182,8271,19,18561518,18561519
AC005281.1,0.699994272573419,0.568954029882199,0.686331855219957,0.869010985000817,10454,367182,6381,ENSG00000226690.7,ENSG00000226690.7,0.234369954381114,100,100,0.343599457965665,100,100,0.0834495872711991,0.0111460798094898,4027,1938,10454,367182,6380,7,12483343,12483344
AC005301.9,0.0445618392891776,0.279871600238429,0.998064602717714,0.99588217963689,10454,367182,9171,ENSG00000283633.1,ENSG00000283633.1,0.468150785016421,100,100,0.00787229526708332,100,100,0.0399378936203484,0.00341058200679846,2791,646,10454,367182,9170,22,16612581,16612582
AC005324.6,0.733281023865836,0.844064768624828,0.681579334471713,0.963638218461764,10454,367182,6730,ENSG00000233002.2,ENSG00000233002.2,0.487784280288373,0.762926701616858,0.806817585262126,0.0571809131167617,0.162692851980138,0.904261526110254,0.137157842419461,0.00310197377229624,1690,664,10454,367182,6729,17,15743798,15743799
AC005336.4,0.592230304254406,0.608743184835155,0.729460585674775,0.736010437431263,10454,367182,8187,ENSG00000267056.2,ENSG00000267056.2,0.919894218545682,100,100,0.2535932790887,100,100,0.0862031230542346,4.45915297595128e-05,3451,1902,10454,367182,8186,19,15911823,15911824
AC005363.9,0.498320187082181,0.526149653791976,0.765233852575686,0.952272290132222,10454,367182,7660,ENSG00000255513.1,ENSG00000255513.1,0.848269377713159,0.347595362795858,0.149560392896743,0.297150676204543,0.393651217402904,0.377863102958673,0.217881106088007,0.00152218289285224,2429,1073,10454,367182,7659,16,1964094,1964095
AC005517.3,0.193584028852822,0.426237020678098,0.676605094312735,0.81338879838745,10454,367182,6203,ENSG00000223878.1,ENSG00000223878.1,0.0117207314942545,100,100,0.0827591918899103,100,100,0.0646049681492016,0.00368785905564452,2095,971,10454,367182,6202,17,15506865,15506866
AC005532.5,0.916569507297339,0.698340867493054,0.0141555175812833,0.0157390351397582,10454,367182,6610,ENSG00000230825.1,ENSG00000230825.1,0.483109279662968,100,100,0.104717402357961,100,100,0.0239613419664512,0.00191726251857311,3573,1487,10454,367182,6609,7,7255153,7255154
AC005534.8,0.0867168150170816,0.532172486025382,0.980612078440298,0.96403486342854,10454,367182,6261,ENSG00000224903.1,ENSG00000224903.1,0.827205992527663,100,100,0.533725684996466,100,100,0.0191308607683771,0.00147141010961238,2371,1210,10454,367182,6260,7,156657692,156657693
AC005682.5,0.520629928761974,0.52410881225431,0.470153594569012,0.747753760921699,10454,367182,6492,ENSG00000228649.8,ENSG00000228649.8,0.46285040051194,0.029202895679168,0.0106207476578203,0.505312394242525,0.78169515853479,0.825129992178881,0.0133030503173975,4.04174226119818e-05,2286,1106,10454,367182,6491,7,22854177,22854178
AC005753.1,0.463925100018549,0.55159909136942,0.478809641951391,0.556597701954429,10454,367182,8951,ENSG00000278925.1,ENSG00000278925.1,0.175605255091329,0.358408286039998,0.640711498461737,0.0691834489704417,0.0741110305219469,0.167843949590547,0.085035241432807,0.000925540420537949,2034,1048,10454,367182,8950,5,141826324,141826325
AC005775.2,0.396909617990578,0.919924701856946,0.532106716375199,0.831024450097565,10454,367182,8180,ENSG00000266933.2,ENSG00000266933.2,0.466221255364092,100,100,0.920474100464763,100,100,0.420340929127485,0.0174849796454946,2643,1109,10454,367182,8179,19,507495,507496
AC005932.1,0.424230880165378,0.888632461462928,0.932768193545218,0.957851339849503,10454,367182,8311,ENSG00000269019.1,ENSG00000269019.1,0.235288817871226,0.383522168908493,0.475937312156611,0.39260057034393,0.26407442508931,0.164520727500456,0.0250288482028128,0.0117360220665503,1633,768,10454,367182,8310,19,18946080,18946081
AC005954.3,0.980498555786049,0.559667363013863,0.181205954879036,0.319415425434545,10454,367182,8200,ENSG00000267138.1,ENSG00000267138.1,0.135946999208581,100,100,0.0667011498192195,100,100,0.0230842449619277,0.0121746605947581,2288,961,10454,367182,8199,19,3756658,3756659
AC005954.4,0.196414434410009,0.747228104387037,0.267503241121286,0.983742022138331,10454,367182,8208,ENSG00000267205.1,ENSG00000267205.1,0.259751208785307,100,100,0.51439074594818,100,100,0.027150676058531,0.00927992086580017,2290,966,10454,367182,8207,19,3755338,3755339
AC006050.2,0.486416977969006,0.737921299363833,0.15177449554253,0.331317448136344,10454,367182,6637,ENSG00000231421.7,ENSG00000231421.7,0.154266254110733,0.110615830645627,0.123385001965692,0.0208950991913788,0.0650644716420823,0.719221538785915,0.41106903600049,0.16005899826229,1345,704,10454,367182,6636,17,30576462,30576463
AC006277.3,0.077829201277387,0.212871657200228,0.0614178643582957,0.103071191555613,10454,367182,9010,ENSG00000279452.1,ENSG00000279452.1,0.670465405414087,100,100,0.945539938242702,100,100,0.0867308964621896,0.00250455488716372,3066,1378,10454,367182,9009,19,2949034,2949035
AC006538.1,0.710022185558471,0.594323518912925,0.964446116520235,0.921285278559419,10454,367182,8009,ENSG00000261342.1,ENSG00000261342.1,0.822688762325997,100,100,0.108207007211572,100,100,0.0298087116833747,0.000742650231131566,3101,1289,10454,367182,8008,19,2729326,2729327
AC006946.16,0.723080396218144,0.563130468505769,0.289083764115082,0.645597895994128,10454,367182,8648,ENSG00000273203.1,ENSG00000273203.1,0.535811119093278,100,100,0.520742874231069,100,100,0.020262958287674,0.0122699542840212,2681,1151,10454,367182,8647,22,17067820,17067821
AC007106.1,0.602587089508523,0.527117172356865,0.468395885706329,0.495226246174577,10454,367182,7485,ENSG00000251410.1,ENSG00000251410.1,0.825116395822696,100,100,0.518743574933456,100,100,0.10347743856946,0.000269243646432054,2593,1186,10454,367182,7484,4,27985062,27985063
AC007204.2,0.380912685777892,0.557958213166493,0.993148887645676,0.89257849510204,10454,367182,8216,ENSG00000267268.1,ENSG00000267268.1,0.895280344679067,0.871885506517269,0.612287334646885,0.051923612609289,0.0942452239770346,0.330871010817689,0.0222032667883747,0.00542244071229294,2229,790,10454,367182,8215,19,19956737,19956738
AC007228.11,0.220890063505602,0.381687802784503,0.581179646786369,0.653905792743961,10454,367182,8340,ENSG00000269696.1,ENSG00000269696.1,0.809465540726385,100,100,0.0326933600723666,100,100,0.396114544071414,0.000151173614084976,2400,1172,10454,367182,8339,19,56567410,56567411
AC007246.3,0.399398998264144,0.516622515205095,0.755505510665839,0.668876065739675,10454,367182,6632,ENSG00000231312.6,ENSG00000231312.6,0.800400159855474,0.395370517465977,0.180699878824842,0.814146484274319,0.221906150524192,0.0855733991420452,0.0420350211282679,1.97542987119269e-05,1278,412,10454,367182,6631,2,39436636,39436637
AC007278.3,0.309207078828968,0.525683541700623,0.312415166210359,0.230564592415785,10454,367182,6818,ENSG00000234389.1,ENSG00000234389.1,0.366002833420913,0.388415748403382,0.300008803521051,0.956005890340069,0.997934234544452,0.973632622724722,0.0304555798174433,0.00538280492799982,2287,1151,10454,367182,6817,2,102438712,102438713
AC007292.6,0.902230670739728,0.586082715660832,0.489073491954679,0.871015027351638,10454,367182,8270,ENSG00000267980.1,ENSG00000267980.1,0.556179313813004,100,100,0.851450207255222,100,100,0.0959621611761471,0.000307799664885575,2370,1160,10454,367182,8269,19,4363878,4363879
