gene_name,chr,TSS,TES,ADSP,LS-imp IGAP,LS-imp EADB,AD Proxy,LS-imp Combined,TWAS-L,TWAS-LQ
BRI3,7,98252378,98252379,0.245100769829047,0.000786657515033429,0.0471154339481603,0.00943998070903845,0.00214563049811461,0.0512470739795068,
CA3-AS1,8,85464914,85464915,0.0318811023332631,0.000815085445096509,0.0468701620554257,0.0112064527745281,0.00224338775987071,0.0309376053630246,0.0247897428869926
SPOCK2,10,72089031,72089032,0.0136451023555771,0.851880233850395,0.00922334035814659,0.000897203551603443,0.00246562692423241,0.0204384039203584,0.0520463548253987
GLS,2,190895151,190895152,0.141782419580002,0.000885865934830587,0.0344471240819436,0.0176857913668298,0.00247063769583239,0.0319096070003753,
TRMT12,8,124450819,124450820,0.099019054277432,0.624795523654879,0.114696989466776,0.000897511061483947,0.00267557358394793,0.00169742312105749,0.00616353743388694
RP11-212I21.4,16,55538199,55538200,0.651360056197984,0.0230600624751993,0.0365136399310285,0.000952385135217226,0.00267719793206095,0.429261574577287,0.711502745057276
NDUFAF1,15,41402518,41402519,0.307944560874149,0.0741236695237879,0.000987663383282766,0.0445624856514344,0.00286244372339134,0.979129721746142,0.0156785893945176
PRSS57,19,695497,695498,0.124516469522852,0.866117557842911,0.502464629027695,0.00147872771128521,0.00448263935169252,0.837805531426456,0.000884043708987248
YME1L1,10,27154822,27154823,0.0368976905143926,0.104630835039939,0.0829371887501342,0.00169595088137581,0.00491258439342585,0.000773891796252326,
GUSBP5,4,143559471,143559472,0.0314149776567155,0.0206147244334848,0.00250280550957088,0.0079076550947163,0.00522220635990145,0.00072134593281256,
MASTL,10,27155266,27155267,0.518709072666306,0.00513829432097179,0.00532612832567436,0.0561028286315466,0.00749906631494129,0.000487542126944975,0.000158310118165053
KLC3,19,45333433,45333434,0.000150956940178415,0.00556752075847822,0.37572089843312,0.00472474424282937,0.00764137789990799,0.0014278841625274,
IRGQ,19,43596134,43596135,0.269632168505831,0.0113353323178443,0.00652040108075613,0.761788314159616,0.0125909318148998,0.000561865799245684,0.00095129988119103
VN1R1,19,57457141,57457142,0.000780594131599921,0.00566074263626643,0.0470242851091176,0.0389623089388368,0.0134277822497544,0.123929978888679,0.304032683892914
KAT5,11,65711995,65711996,0.377272363851109,0.00942580907144547,0.035447027648264,0.177283673207812,0.0215188691425745,0.000888409595427922,0.00377013950348211
GPS2,17,7315563,7315564,1.90729679316881e-05,0.0171994225579992,0.0513165807576745,0.0319954514315309,0.0275674534850073,0.0504361832477303,
C17orf107,17,4899417,4899418,0.556247728555883,0.0857135184596655,0.0301922370836595,0.0248670866842132,0.0353414464555208,0.0172445511850975,8.27609184272742e-05
MICAL3,22,18024558,18024559,0.000437750141500604,0.47354471219747,0.0167632262486539,0.223293843557539,0.0468439340939351,0.269983309447828,
ELL,19,18522126,18522127,0.141139985706407,0.115287204070911,0.0998566328321307,0.0221030334898561,0.0471615910808152,0.000337732877574893,0.000933248032096518
CLDN10,13,95433603,95433604,0.367842178357521,0.0975063110977951,0.0367008865983763,0.0798166902247285,0.0600974120562635,0.000523683905371235,0.00234268121205516
SLC35C1,11,45804071,45804072,0.000349701345047693,0.139041524378513,0.225157936171369,0.123977284665873,0.1531206056696,0.381907141404286,
GOLGA8R,15,30414161,30414162,0.000229265195999584,0.558483462948225,0.862957475230797,0.0433320828662854,0.173801921458989,0.0343197641034846,
AGAP9,10,47523637,47523638,0.674158396643449,0.207317169764605,0.299467348528322,0.295806695503257,0.261662581623748,0.384521937534847,0.000558526084124097
KLF11,2,10042848,10042849,0.000649792365436663,0.58871040090199,0.729408889327123,0.572736522396792,0.638724122929211,0.61869674297119,0.836389825257617
BMS1P2,10,47551953,47551954,0.033512126036001,0.892667914649056,0.821382213940966,0.831601994232309,0.855615831035105,0.0717031836405991,0.000152423006817459
MRPL18,6,159789811,159789812,0.0648123511488219,0.985018390802189,0.894800969930642,0.197311836964641,0.958256282005117,0.0641455787297875,0.000489290678191969
KCNMA1,10,77638368,77638369,0.211327240640962,0.000743366189230932,0.784967128027852,0.999836065448446,0.999369574659904,0.14586326823113,0.32968433893748
